product_id,title,description,category,price
2357,Advanced Camera,"Lightweight, durable, and built with premium materials.",Kitchen,21090
2358,Wireless Backpack,"Lightweight, durable, and built with premium materials.",Footwear,99509
2359,High-Performance Laptop,Smart technology integrated for seamless operation.,Clothing,41153
2360,Premium Mixer Grinder,High quality and reliable product with long-lasting performance.,Kitchen,69211
2361,Smart Backpack,"Lightweight, durable, and built with premium materials.",Home Appliances,46351
2362,High-Performance Power Bank,"Lightweight, durable, and built with premium materials.",Mobiles,26063
2363,High-Performance Watch,High quality and reliable product with long-lasting performance.,Footwear,86717
2364,High-Performance Laptop,Compact and portable design ideal for travel.,Accessories,91494
2365,Wireless Headphones,Smart technology integrated for seamless operation.,Home Appliances,45901
2366,Eco-Friendly Headphones,Smart technology integrated for seamless operation.,Accessories,66345
2367,Smart Television,Compact and portable design ideal for travel.,Computers,84505
2368,Wireless Laptop,"User-friendly, efficient, and value for money.",Electronics,60211
2369,Advanced Headphones,Advanced design optimized for everyday use.,Computers,93834
2370,Eco-Friendly Mixer Grinder,"Lightweight, durable, and built with premium materials.",Home Appliances,3053
2371,Eco-Friendly Smartphone,"User-friendly, efficient, and value for money.",Mobiles,91021
2372,Wireless Backpack,High quality and reliable product with long-lasting performance.,Footwear,70345
2373,Wireless Laptop,"Lightweight, durable, and built with premium materials.",Sports,70568
2374,Portable Smartphone,Eco-friendly materials used ensuring sustainability.,Mobiles,3375
2375,Wireless Watch,Compact and portable design ideal for travel.,Mobiles,20444
2376,Wireless Watch,"User-friendly, efficient, and value for money.",Mobiles,26999
2377,Advanced Watch,Compact and portable design ideal for travel.,Clothing,24418
2378,Durable Backpack,Compact and portable design ideal for travel.,Electronics,78839
2379,Compact Shoes,Smart technology integrated for seamless operation.,Computers,36783
2380,Premium Watch,"Lightweight, durable, and built with premium materials.",Sports,49256
2381,Smart Laptop,High quality and reliable product with long-lasting performance.,Electronics,53400
2382,Smart Backpack,Smart technology integrated for seamless operation.,Clothing,34205
2383,Eco-Friendly Backpack,Smart technology integrated for seamless operation.,Footwear,78989
2384,Advanced Television,"Lightweight, durable, and built with premium materials.",Electronics,85475
2385,Compact Mixer Grinder,High quality and reliable product with long-lasting performance.,Mobiles,38472
2386,Advanced Watch,Advanced design optimized for everyday use.,Computers,97081
2387,Compact Watch,High quality and reliable product with long-lasting performance.,Accessories,8376
2388,Premium Shoes,Delivers high performance with excellent build quality.,Accessories,38814
2389,Advanced Television,High quality and reliable product with long-lasting performance.,Footwear,72637
2390,Wireless Camera,High quality and reliable product with long-lasting performance.,Electronics,57502
2391,Wireless Backpack,"Lightweight, durable, and built with premium materials.",Computers,86178
2392,Advanced Mixer Grinder,Delivers high performance with excellent build quality.,Mobiles,6424
2393,Wireless Camera,Smart technology integrated for seamless operation.,Electronics,43212
2394,Compact Smartphone,"Lightweight, durable, and built with premium materials.",Accessories,90812
2395,Wireless Backpack,Eco-friendly materials used ensuring sustainability.,Clothing,54784
2396,Durable Camera,Compact and portable design ideal for travel.,Kitchen,31179
2397,Compact Smartphone,High quality and reliable product with long-lasting performance.,Footwear,16015
2398,Advanced Smartphone,Advanced design optimized for everyday use.,Home Appliances,42991
2399,Compact Backpack,Compact and portable design ideal for travel.,Electronics,57603
2400,Wireless Watch,Compact and portable design ideal for travel.,Mobiles,6561
2401,Premium Mixer Grinder,Advanced design optimized for everyday use.,Sports,53545
2402,Smart Camera,"Lightweight, durable, and built with premium materials.",Clothing,49448
2403,Wireless Laptop,High quality and reliable product with long-lasting performance.,Footwear,81767
2404,Eco-Friendly Television,"User-friendly, efficient, and value for money.",Kitchen,53447
2405,Wireless Watch,Smart technology integrated for seamless operation.,Kitchen,92685
2406,High-Performance Watch,"User-friendly, efficient, and value for money.",Electronics,35128
2407,Durable Shoes,Advanced design optimized for everyday use.,Home Appliances,35326
2408,Smart Camera,Delivers high performance with excellent build quality.,Home Appliances,95904
2409,Advanced Camera,High quality and reliable product with long-lasting performance.,Accessories,81222
2410,High-Performance Backpack,Eco-friendly materials used ensuring sustainability.,Accessories,53404
2411,Durable Backpack,"Lightweight, durable, and built with premium materials.",Footwear,4356
2412,Durable Power Bank,Eco-friendly materials used ensuring sustainability.,Accessories,55814
2413,High-Performance Backpack,"User-friendly, efficient, and value for money.",Home Appliances,33405
2414,Smart Backpack,Advanced design optimized for everyday use.,Footwear,6637
2415,Portable Camera,"Lightweight, durable, and built with premium materials.",Home Appliances,43897
2416,Wireless Backpack,High quality and reliable product with long-lasting performance.,Kitchen,58798
2417,Eco-Friendly Backpack,"User-friendly, efficient, and value for money.",Electronics,25843
2418,Advanced Television,Delivers high performance with excellent build quality.,Kitchen,8391
2419,Portable Camera,"Lightweight, durable, and built with premium materials.",Mobiles,31871
2420,Portable Watch,Compact and portable design ideal for travel.,Electronics,65060
2421,Smart Mixer Grinder,High quality and reliable product with long-lasting performance.,Kitchen,95742
2422,Eco-Friendly Laptop,"User-friendly, efficient, and value for money.",Home Appliances,41143
2423,Durable Shoes,Compact and portable design ideal for travel.,Footwear,91788
2424,Durable Smartphone,Advanced design optimized for everyday use.,Mobiles,52188
2425,Durable Laptop,Smart technology integrated for seamless operation.,Accessories,84060
2426,Premium Television,Advanced design optimized for everyday use.,Mobiles,90845
2427,High-Performance Smartphone,Eco-friendly materials used ensuring sustainability.,Footwear,71623
2428,Advanced Power Bank,Delivers high performance with excellent build quality.,Computers,87387
2429,Compact Camera,High quality and reliable product with long-lasting performance.,Kitchen,83491
2430,Premium Television,Delivers high performance with excellent build quality.,Home Appliances,74812
2431,Portable Backpack,Smart technology integrated for seamless operation.,Electronics,35819
2432,Portable Shoes,Advanced design optimized for everyday use.,Accessories,21915
2433,Smart Laptop,High quality and reliable product with long-lasting performance.,Sports,85536
2434,High-Performance Power Bank,Eco-friendly materials used ensuring sustainability.,Mobiles,36256
2435,Compact Laptop,Smart technology integrated for seamless operation.,Accessories,71703
2436,Compact Camera,Advanced design optimized for everyday use.,Electronics,21536
2437,Portable Television,Smart technology integrated for seamless operation.,Sports,475
2438,Advanced Laptop,High quality and reliable product with long-lasting performance.,Electronics,68591
2439,Portable Smartphone,Eco-friendly materials used ensuring sustainability.,Computers,90908
2440,High-Performance Power Bank,"Lightweight, durable, and built with premium materials.",Footwear,51690
2441,Premium Laptop,Advanced design optimized for everyday use.,Clothing,70587
2442,High-Performance Smartphone,"Lightweight, durable, and built with premium materials.",Electronics,84034
2443,High-Performance Watch,Delivers high performance with excellent build quality.,Computers,90804
2444,Compact Camera,Delivers high performance with excellent build quality.,Kitchen,25550
2445,Wireless Backpack,Compact and portable design ideal for travel.,Kitchen,63054
2446,Durable Mixer Grinder,"Lightweight, durable, and built with premium materials.",Clothing,50139
2447,Wireless Backpack,"Lightweight, durable, and built with premium materials.",Clothing,87413
2448,Portable Camera,Advanced design optimized for everyday use.,Accessories,5416
2449,Portable Mixer Grinder,Advanced design optimized for everyday use.,Clothing,13931
2450,Compact Shoes,Compact and portable design ideal for travel.,Computers,43904
2451,Eco-Friendly Mixer Grinder,Smart technology integrated for seamless operation.,Electronics,41527
2452,Durable Watch,"Lightweight, durable, and built with premium materials.",Electronics,77620
2453,Premium Shoes,"User-friendly, efficient, and value for money.",Electronics,24963
2454,Premium Headphones,Compact and portable design ideal for travel.,Electronics,18917
2455,Eco-Friendly Headphones,High quality and reliable product with long-lasting performance.,Home Appliances,64624
2456,Premium Laptop,High quality and reliable product with long-lasting performance.,Kitchen,83535
2457,Eco-Friendly Headphones,Advanced design optimized for everyday use.,Footwear,97640
2458,Eco-Friendly Shoes,Smart technology integrated for seamless operation.,Mobiles,95130
2459,Wireless Power Bank,Delivers high performance with excellent build quality.,Mobiles,66318
2460,Premium Mixer Grinder,Compact and portable design ideal for travel.,Sports,62402
2461,Portable Power Bank,"Lightweight, durable, and built with premium materials.",Clothing,91742
2462,Compact Headphones,High quality and reliable product with long-lasting performance.,Accessories,15699
2463,Eco-Friendly Watch,Delivers high performance with excellent build quality.,Sports,55777
2464,Smart Backpack,"Lightweight, durable, and built with premium materials.",Footwear,21958
2465,Smart Power Bank,Compact and portable design ideal for travel.,Clothing,70481
2466,Durable Mixer Grinder,Compact and portable design ideal for travel.,Footwear,46939
2467,Smart Backpack,Delivers high performance with excellent build quality.,Computers,78443
2468,Smart Headphones,Smart technology integrated for seamless operation.,Home Appliances,96861
